__run_id,__done,model,method,length,topic,execution_time,%cpu_usage,%gpu_usage,%memory_usage,codecarbon__energy_consumed,energy_consumed(J)
run_5_repetition_15,DONE,llama3.1:8b,remote,1000,List of Marvel Cinematic Universe films,30.918324,3.386,0.311,59.45,3.15E-05,1.13E+02
run_10_repetition_23,DONE,gemma:2b,remote,500,Steve Jobs,9.923298,10.333,0.562,64.533,5.82E-06,2.09E+01
run_36_repetition_2,DONE,mistral:7b,local,100,"Prince Philip, Duke of Edinburgh",18.846008,2.773,75.12,72.6,2.11E-05,7.60E+01
run_25_repetition_8,DONE,qwen2:1.5b,local,500,Lil Wayne,19.803974,3.975,99.605,53.742,2.25E-05,8.11E+01
run_15_repetition_5,DONE,gemma:7b,remote,100,Stephen Hawking,8.755685,9.1,0.947,48.5,3.97E-06,1.43E+01
run_18_repetition_16,DONE,phi3:3.8b,local,100,Germany,15.449812,4.15,85.163,66.762,1.53E-05,5.50E+01
run_20_repetition_22,DONE,phi3:3.8b,local,1000,Darth Vader,59.803979,4.617,96.554,76.325,0.0001682423662,605.6725185
run_14_repetition_23,DONE,gemma:7b,local,1000,Joe Biden,38.823131,3.031,93.167,85.345,0.000113797603,409.6713707
run_9_repetition_10,DONE,gemma:2b,remote,100,Nicki Minaj,7.644352,14.6,1.034,62.6,2.09E-06,7.53E+00
run_3_repetition_8,DONE,llama3.1:8b,remote,100,The Walking Dead (TV series),8.751612,9.65,0.955,66.3,3.96E-06,1.43E+01
run_39_repetition_21,DONE,mistral:7b,remote,100,LeBron James,8.747916,10.35,0.779,55.6,3.97E-06,1.43E+01
run_30_repetition_25,DONE,qwen2:7b,local,100,Lady Gaga,24.355538,3.1,80.393,72.1,5.64E-05,2.03E+02
run_36_repetition_22,DONE,mistral:7b,local,100,Adolf Hitler,23.241399,3.647,72.618,73.913,5.42E-05,1.95E+02
run_16_repetition_11,DONE,gemma:7b,remote,500,Elon Musk,14.293094,4.429,0.188,51.171,1.32E-05,4.76E+01
run_35_repetition_17,DONE,qwen2:7b,remote,1000,Israel,18.739144,2.564,0.185,57.782,2.07E-05,7.47E+01
run_14_repetition_0,DONE,gemma:7b,local,1000,Charles Manson,40.852035,3.503,91.849,83.871,0.0001439081884,518.0694781
run_18_repetition_7,DONE,phi3:3.8b,local,100,Germany,13.243919,5.067,72.864,74.85,1.17E-05,4.22E+01
run_12_repetition_5,DONE,gemma:7b,local,100,Jennifer Aniston,12.184282,8.2,82.616,86.14,9.52E-06,3.43E+01
run_8_repetition_27,DONE,gemma:2b,local,1000,Albert Einstein,19.793796,3.5,87.185,60.875,2.26E-05,8.15E+01
run_41_repetition_20,DONE,mistral:7b,remote,1000,Marilyn Monroe,15.417695,2.725,0.245,53.775,1.51E-05,5.43E+01
run_29_repetition_1,DONE,qwen2:1.5b,remote,1000,Eminem,8.749724,9.925,0.337,54.625,7.68E-06,2.77E+01
run_6_repetition_11,DONE,gemma:2b,local,100,Tom Brady,9.894532,12.433,97.831,65.433,5.86E-06,2.11E+01
run_3_repetition_17,DONE,llama3.1:8b,remote,100,Charles Manson,7.628469,16.9,1.422,49.5,2.09E-06,7.51E+00
run_18_repetition_19,DONE,phi3:3.8b,local,100,Ryan Reynolds,14.303304,5.5,86.994,75.614,1.35E-05,4.85E+01
run_31_repetition_3,DONE,qwen2:7b,local,500,Ryan Reynolds,43.130151,3.388,95.151,73.07,0.0001298529972,467.4707899
run_11_repetition_24,DONE,gemma:2b,remote,1000,Germany,10.988408,4.975,0.365,55.25,7.68E-06,2.77E+01
run_24_repetition_23,DONE,qwen2:1.5b,local,100,Marilyn Monroe,11.018641,15.7,77.281,63.3,7.69E-06,2.77E+01
run_28_repetition_26,DONE,qwen2:1.5b,remote,500,Academy Awards,8.794183,10.1,0.504,64.8,3.95E-06,1.42E+01
run_2_repetition_4,DONE,llama3.1:8b,local,1000,Dwayne Johnson,76.347962,3.544,94.807,69.319,0.0002358042444,848.8952798
run_19_repetition_10,DONE,phi3:3.8b,local,500,Arnold Schwarzenegger,61.919162,3.394,95.699,75.1,0.0001722489167,620.0961003
run_7_repetition_10,DONE,gemma:2b,local,500,Mark Zuckerberg,15.443068,4.012,100,64.688,1.52E-05,5.48E+01
run_3_repetition_10,DONE,llama3.1:8b,remote,100,Tupac Shakur,8.759131,11.3,1.066,53.8,4.08E-06,1.47E+01
run_1_repetition_23,DONE,llama3.1:8b,local,500,Lady Gaga,46.530824,17.853,90.855,75.639,0.0001357451787,488.6826434
run_19_repetition_17,DONE,phi3:3.8b,local,500,Vietnam War,42.028613,3.475,99.307,64.75,0.0001175962326,423.3464374
run_13_repetition_25,DONE,gemma:7b,local,500,Australia,37.737468,3.532,90.49,85.139,0.0001118587476,402.6914914
run_4_repetition_5,DONE,llama3.1:8b,remote,500,The Beatles,14.283969,6.157,0.191,57.9,1.33E-05,4.78E+01
run_26_repetition_9,DONE,qwen2:1.5b,local,1000,Lionel Messi,15.458071,11.238,92.789,62.975,1.54E-05,5.55E+01
run_10_repetition_21,DONE,gemma:2b,remote,500,Steve Jobs,9.855182,6.6,0.474,59.133,5.86E-06,2.11E+01
run_33_repetition_13,DONE,qwen2:7b,remote,100,How I Met Your Mother,9.863591,5.433,0.544,54.633,5.83E-06,2.10E+01
run_21_repetition_1,DONE,phi3:3.8b,remote,100,Marilyn Monroe,8.744806,7.65,0.7,56.45,3.96E-06,1.43E+01
run_23_repetition_6,DONE,phi3:3.8b,remote,1000,"Prince Philip, Duke of Edinburgh",34.251236,2.828,0.315,55.964,3.70E-05,1.33E+02
run_14_repetition_21,DONE,gemma:7b,local,1000,France,34.289979,3.244,99.183,85.524,9.02E-05,3.25E+02
run_33_repetition_21,DONE,qwen2:7b,remote,100,John Cena,10.929715,4.075,0.332,53.325,7.67E-06,2.76E+01
run_24_repetition_8,DONE,qwen2:1.5b,local,100,Earth,9.914343,7.9,65.548,60.633,5.84E-06,2.10E+01
run_31_repetition_22,DONE,qwen2:7b,local,500,World War II,53.1282,2.912,92.635,70.307,0.0001628963659,586.4269172
run_26_repetition_25,DONE,qwen2:1.5b,local,1000,The Big Bang Theory,16.5381,3.578,94.203,62.156,1.71E-05,6.14E+01
run_18_repetition_28,DONE,phi3:3.8b,local,100,Brad Pitt,15.504153,10.075,77.71,75.05,1.52E-05,5.48E+01
run_18_repetition_3,DONE,phi3:3.8b,local,100,Rihanna,14.352614,4.714,89.395,75.957,1.33E-05,4.80E+01
run_12_repetition_11,DONE,gemma:7b,local,100,Titanic,17.699908,16.73,70.225,83.34,1.97E-05,7.08E+01
run_12_repetition_20,DONE,gemma:7b,local,100,The Walking Dead (TV series),21.112223,5.431,83.702,83.946,2.50E-05,8.99E+01
run_20_repetition_12,DONE,phi3:3.8b,local,1000,Tom Brady,72.007058,3.234,97.745,76.12,0.00020964286,754.7142961
run_6_repetition_8,DONE,gemma:2b,local,100,Manchester United F.C.,11.057004,6.225,52.591,57.85,7.71E-06,2.77E+01
run_20_repetition_10,DONE,phi3:3.8b,local,1000,Nicki Minaj,75.35395,2.821,97.472,75.994,0.0002155380712,775.9370562
run_4_repetition_8,DONE,llama3.1:8b,remote,500,Adolf Hitler,16.50663,2.844,0.189,52.411,1.69E-05,6.10E+01
run_7_repetition_16,DONE,gemma:2b,local,500,Russia,23.232245,5.54,87.739,61.313,5.37E-05,1.93E+02
run_6_repetition_12,DONE,gemma:2b,local,100,New York City,8.691394,8.65,94.655,62.8,3.97E-06,1.43E+01
run_32_repetition_11,DONE,qwen2:7b,local,1000,Michael Jackson,57.564494,3.098,92.431,73.126,0.0001803174225,649.1427211
run_16_repetition_3,DONE,gemma:7b,remote,500,The Big Bang Theory,14.3143,5.357,0.234,63.029,1.33E-05,4.80E+01
run_26_repetition_21,DONE,qwen2:1.5b,local,1000,Canada,17.648427,4.13,89.877,56.18,1.89E-05,6.79E+01
run_36_repetition_19,DONE,mistral:7b,local,100,How I Met Your Mother,18.83151,5.509,67.273,73.564,2.07E-05,7.46E+01
run_36_repetition_3,DONE,mistral:7b,local,100,Jay-Z,23.197679,3.527,82.369,70.02,5.42E-05,1.95E+02
run_27_repetition_28,DONE,qwen2:1.5b,remote,100,Michael Jackson,8.742414,7,0.762,58,3.98E-06,1.43E+01
run_41_repetition_9,DONE,mistral:7b,remote,1000,Lady Gaga,15.399463,3.7,0.432,56.012,1.52E-05,5.46E+01
run_6_repetition_23,DONE,gemma:2b,local,100,John Cena,15.431694,5.475,76.822,63.575,1.52E-05,5.46E+01
run_23_repetition_22,DONE,phi3:3.8b,remote,1000,Kanye West,14.314914,6.214,0.178,55.814,1.33E-05,4.79E+01
run_5_repetition_0,DONE,llama3.1:8b,remote,1000,Eminem,22.090636,2.686,0.165,52.3,5.16E-05,1.86E+02
run_15_repetition_26,DONE,gemma:7b,remote,100,Mark Zuckerberg,9.908827,9.7,0.536,47.267,5.81E-06,2.09E+01
run_36_repetition_18,DONE,mistral:7b,local,100,Kim Kardashian,15.489061,3.588,86.225,74.925,1.55E-05,5.57E+01
run_12_repetition_1,DONE,gemma:7b,local,100,Keanu Reeves,12.119859,6.76,100,75.68,9.70E-06,3.49E+01
run_3_repetition_6,DONE,llama3.1:8b,remote,100,Charles Manson,8.771237,10.8,0.862,65.1,3.96E-06,1.42E+01
run_35_repetition_21,DONE,qwen2:7b,remote,1000,LeBron James,17.645295,3.33,0.14,63.31,1.89E-05,6.80E+01
run_22_repetition_12,DONE,phi3:3.8b,remote,500,Jay-Z,13.17556,3.117,0.218,45.517,1.14E-05,4.11E+01
run_9_repetition_7,DONE,gemma:2b,remote,100,Mark Zuckerberg,7.623193,14.6,1.483,54.5,2.09E-06,7.52E+00
run_3_repetition_3,DONE,llama3.1:8b,remote,100,Miley Cyrus,7.669377,14.8,1.689,67.2,2.09E-06,7.53E+00
run_20_repetition_13,DONE,phi3:3.8b,local,1000,Justin Bieber,43.22593,2.982,97.993,76.124,0.0001189324745,428.1569082
run_41_repetition_27,DONE,mistral:7b,remote,1000,Angelina Jolie,16.518631,2.956,0.156,58.111,1.70E-05,6.12E+01
run_21_repetition_12,DONE,phi3:3.8b,remote,100,September 11 attacks,8.757413,41.4,0.618,58.15,4.13E-06,1.49E+01
run_9_repetition_15,DONE,gemma:2b,remote,100,Singapore,7.652189,12.7,1.264,55.5,2.09E-06,7.53E+00
run_23_repetition_1,DONE,phi3:3.8b,remote,1000,Elon Musk,14.25198,2.629,0.2,55.671,1.33E-05,4.78E+01
run_38_repetition_29,DONE,mistral:7b,local,1000,Chernobyl disaster,45.365535,3.166,92.217,70.334,0.0001284720283,462.4993017
run_3_repetition_28,DONE,llama3.1:8b,remote,100,Chernobyl disaster,7.588906,16,1.404,45.3,2.09E-06,7.51E+00
run_39_repetition_4,DONE,mistral:7b,remote,100,Kim Kardashian,9.899873,40,0.478,61.567,6.04E-06,2.17E+01
run_2_repetition_8,DONE,llama3.1:8b,local,1000,Taylor Swift,70.904511,2.795,97.741,73.822,0.0002254207765,811.5147954
run_36_repetition_23,DONE,mistral:7b,local,100,John F. Kennedy,15.410781,6.7,91.092,75.462,1.53E-05,5.51E+01
run_8_repetition_26,DONE,gemma:2b,local,1000,Australia,21.018966,2.515,98.037,61.046,2.46E-05,8.86E+01
run_9_repetition_24,DONE,gemma:2b,remote,100,Earth,8.772066,8,0.832,56.5,3.97E-06,1.43E+01
run_26_repetition_5,DONE,qwen2:1.5b,local,1000,Eminem,15.477666,4.55,94.608,63.188,1.52E-05,5.47E+01
run_24_repetition_14,DONE,qwen2:1.5b,local,100,Nicki Minaj,9.90568,6.4,71.163,55.067,5.85E-06,2.11E+01
run_11_repetition_5,DONE,gemma:2b,remote,1000,Titanic,9.849794,7.733,0.467,56.267,5.81E-06,2.09E+01
run_0_repetition_27,DONE,llama3.1:8b,local,100,France,17.683109,3.28,78.005,72.55,1.92E-05,6.92E+01
run_17_repetition_13,DONE,gemma:7b,remote,1000,Abraham Lincoln,14.212511,3.714,0.183,59.343,1.33E-05,4.78E+01
run_6_repetition_0,DONE,gemma:2b,local,100,New York City,10.945945,17.875,73.794,62.925,7.71E-06,2.77E+01
run_11_repetition_23,DONE,gemma:2b,remote,1000,Manchester United F.C.,10.962167,4.65,0.36,57.9,7.66E-06,2.76E+01
run_41_repetition_2,DONE,mistral:7b,remote,1000,Germany,16.494468,4.189,0.152,52.111,1.69E-05,6.10E+01
run_6_repetition_16,DONE,gemma:2b,local,100,Michael Jackson,12.152825,6.16,68.884,63.04,9.59E-06,3.45E+01
run_39_repetition_17,DONE,mistral:7b,remote,100,COVID-19 pandemic,8.732666,9.4,0.907,64.2,3.96E-06,1.43E+01
run_1_repetition_0,DONE,llama3.1:8b,local,500,The Walking Dead (TV series),47.2113,12.789,91.016,71.217,0.0001862756512,670.5923443
run_24_repetition_7,DONE,qwen2:1.5b,local,100,Albert Einstein,8.793471,10.85,85.866,60.95,3.97E-06,1.43E+01
run_14_repetition_17,DONE,gemma:7b,local,1000,Albert Einstein,42.15261,5.088,91.343,85.134,0.0001302384234,468.8583242
run_13_repetition_16,DONE,gemma:7b,local,500,China,38.77105,2.821,86.806,75.655,0.0001140260073,410.4936261
run_25_repetition_6,DONE,qwen2:1.5b,local,500,India,15.443246,3.9,88.072,63.212,1.52E-05,5.47E+01
run_34_repetition_25,DONE,qwen2:7b,remote,500,Taylor Swift,12.058676,17.6,0.373,56.3,9.74E-06,3.51E+01
run_15_repetition_21,DONE,gemma:7b,remote,100,Kim Kardashian,8.686334,5.75,0.747,57.55,3.97E-06,1.43E+01
run_18_repetition_8,DONE,phi3:3.8b,local,100,William Shakespeare,15.476688,4.075,80.807,67.425,1.52E-05,5.45E+01
run_25_repetition_21,DONE,qwen2:1.5b,local,500,Germany,14.338083,5.029,87.72,60.757,1.33E-05,4.79E+01
run_40_repetition_2,DONE,mistral:7b,remote,500,Marilyn Monroe,14.244974,4.243,0.212,56.043,1.33E-05,4.77E+01
run_30_repetition_19,DONE,qwen2:7b,local,100,Ryan Reynolds,23.228495,3,79.638,69.36,5.42E-05,1.95E+02
run_32_repetition_10,DONE,qwen2:7b,local,1000,Elon Musk,44.349515,3.426,92.086,72.379,0.0001317688346,474.3678047
run_38_repetition_22,DONE,mistral:7b,local,1000,Elvis Presley,44.225254,3.735,98.909,68.574,0.0001274429323,458.7945563
run_30_repetition_9,DONE,qwen2:7b,local,100,Lionel Messi,26.528354,17.383,81.454,71.222,7.61E-05,2.74E+02
run_27_repetition_13,DONE,qwen2:1.5b,remote,100,Arnold Schwarzenegger,8.720599,6.4,0.732,54.5,3.94E-06,1.42E+01
run_38_repetition_7,DONE,mistral:7b,local,1000,Bill Gates,43.161891,3.794,90.818,71.579,0.0001262738173,454.5857425
run_31_repetition_1,DONE,qwen2:7b,local,500,Johnny Depp,38.850826,3.745,93.656,70.062,0.0001133336869,408.0012729
run_28_repetition_25,DONE,qwen2:1.5b,remote,500,Rihanna,8.736599,35.2,0.257,62.2,4.03E-06,1.45E+01
run_31_repetition_2,DONE,qwen2:7b,local,500,Tom Cruise,40.947614,2.59,96.832,71.819,0.0001199304853,431.749747
run_2_repetition_3,DONE,llama3.1:8b,local,1000,India,83.093399,3.042,94.164,75.914,0.0002622752473,944.1908904
run_15_repetition_1,DONE,gemma:7b,remote,100,John Cena,8.767789,18.85,0.871,57.75,3.94E-06,1.42E+01
run_20_repetition_24,DONE,phi3:3.8b,local,1000,Jay-Z,55.390585,12.68,99.482,67.87,0.0001719921005,619.1715618
run_17_repetition_25,DONE,gemma:7b,remote,1000,List of highest-grossing films,14.288357,3.529,0.216,65.014,1.33E-05,4.79E+01
run_30_repetition_23,DONE,qwen2:7b,local,100,Winston Churchill,22.157968,3.057,77.479,71.807,5.21E-05,1.88E+02
run_24_repetition_3,DONE,qwen2:1.5b,local,100,Michael Jordan,9.857878,6.033,57.918,62.167,5.82E-06,2.10E+01
run_13_repetition_17,DONE,gemma:7b,local,500,"Prince Philip, Duke of Edinburgh",38.796583,3.372,87.324,72.262,0.000113638602,409.0989672
run_32_repetition_3,DONE,qwen2:7b,local,1000,Jennifer Aniston,50.926267,2.995,96.473,73.285,0.000143049034,514.9765224
run_7_repetition_13,DONE,gemma:2b,local,500,Star Wars,19.822971,6.683,87.678,65.242,2.26E-05,8.15E+01
run_33_repetition_5,DONE,qwen2:7b,remote,100,Bill Gates,9.855927,5.733,0.494,45.667,5.82E-06,2.10E+01
run_33_repetition_11,DONE,qwen2:7b,remote,100,Game of Thrones,9.868769,6.867,0.524,56.333,5.84E-06,2.10E+01
run_37_repetition_20,DONE,mistral:7b,local,500,Jeffrey Dahmer,44.252178,2.894,90.326,73.491,0.0001272142206,457.9711941
run_6_repetition_9,DONE,gemma:2b,local,100,Ryan Reynolds,13.241292,4.183,70.913,64.8,1.15E-05,4.12E+01
run_23_repetition_25,DONE,phi3:3.8b,remote,1000,John F. Kennedy,17.679069,3.05,0.289,65.04,1.89E-05,6.81E+01
run_18_repetition_15,DONE,phi3:3.8b,local,100,John Cena,15.476922,3.6,83.401,75.225,1.55E-05,5.57E+01
run_11_repetition_11,DONE,gemma:2b,remote,1000,Star Wars,10.969605,4.825,0.356,54.85,7.67E-06,2.76E+01
run_1_repetition_12,DONE,llama3.1:8b,local,500,Lady Gaga,45.434574,3.06,90.489,73.414,0.000132054809,475.3973126
run_9_repetition_25,DONE,gemma:2b,remote,100,Steve Jobs,7.627914,14.1,0.747,52.5,2.10E-06,7.55E+00
run_35_repetition_26,DONE,qwen2:7b,remote,1000,Cristiano Ronaldo,18.739935,4.191,0.21,55.718,2.08E-05,7.47E+01
run_16_repetition_23,DONE,gemma:7b,remote,500,Charles Manson,13.190168,7.817,0.081,59.017,1.14E-05,4.09E+01
run_33_repetition_24,DONE,qwen2:7b,remote,100,Eminem,10.933378,7.6,0.471,57.725,7.71E-06,2.78E+01
run_24_repetition_16,DONE,qwen2:1.5b,local,100,Earth,9.874664,8.7,84.371,58.933,5.83E-06,2.10E+01
run_21_repetition_25,DONE,phi3:3.8b,remote,100,The Walking Dead (TV series),8.80437,6.9,0.947,66.2,3.97E-06,1.43E+01
run_21_repetition_3,DONE,phi3:3.8b,remote,100,Titanic,9.866471,5.933,0.586,55.633,5.81E-06,2.09E+01
run_11_repetition_8,DONE,gemma:2b,remote,1000,Keanu Reeves,9.875142,5.367,0.42,56.233,5.83E-06,2.10E+01
run_35_repetition_6,DONE,qwen2:7b,remote,1000,Vietnam War,19.850174,2.042,0.221,64.492,2.26E-05,8.15E+01
run_16_repetition_17,DONE,gemma:7b,remote,500,Tom Brady,13.205574,4.217,0.25,74.183,1.14E-05,4.12E+01
run_39_repetition_7,DONE,mistral:7b,remote,100,Rihanna,9.888791,6.7,0.533,66.533,5.81E-06,2.09E+01
run_38_repetition_20,DONE,mistral:7b,local,1000,Cristiano Ronaldo,42.051272,4.412,97.264,72.009,0.0001237191815,445.3890534
run_41_repetition_5,DONE,mistral:7b,remote,1000,Albert Einstein,15.426189,3.262,0.211,76.55,1.51E-05,5.45E+01
run_28_repetition_2,DONE,qwen2:1.5b,remote,500,Michael Jackson,9.876696,9.7,0.489,65.067,5.80E-06,2.09E+01
run_32_repetition_19,DONE,qwen2:7b,local,1000,Brad Pitt,57.556082,3.63,97.874,71.935,0.0001806619439,650.3829982
run_26_repetition_26,DONE,qwen2:1.5b,local,1000,China,17.667941,4.9,89.369,62.51,1.89E-05,6.79E+01
run_21_repetition_28,DONE,phi3:3.8b,remote,100,Bill Gates,8.796783,6.75,0.88,65.8,3.97E-06,1.43E+01
run_14_repetition_16,DONE,gemma:7b,local,1000,Lady Gaga,41.024329,3.229,88.714,74.168,0.0001219772133,439.117968
run_9_repetition_16,DONE,gemma:2b,remote,100,United Kingdom,8.710824,9.75,0.875,49.55,3.97E-06,1.43E+01
run_28_repetition_16,DONE,qwen2:1.5b,remote,500,Lionel Messi,8.739057,9.2,0.73,54.75,3.98E-06,1.43E+01
run_21_repetition_27,DONE,phi3:3.8b,remote,100,Justin Bieber,8.77286,8.05,0.775,67.55,3.96E-06,1.43E+01
run_40_repetition_12,DONE,mistral:7b,remote,500,Barack Obama,13.196606,24.217,0.231,61.933,1.15E-05,4.14E+01
run_4_repetition_28,DONE,llama3.1:8b,remote,500,Charles III,14.210153,3.343,0.19,57.914,1.33E-05,4.77E+01
run_41_repetition_22,DONE,mistral:7b,remote,1000,Tom Cruise,14.423994,4.733,0.163,60.722,1.72E-05,6.19E+01
run_27_repetition_17,DONE,qwen2:1.5b,remote,100,Rihanna,7.631456,15,1.221,55.9,2.08E-06,7.50E+00
run_5_repetition_19,DONE,llama3.1:8b,remote,1000,The Beatles,23.159375,3.08,0.244,52.287,5.33E-05,1.92E+02
run_0_repetition_28,DONE,llama3.1:8b,local,100,Germany,17.737672,16.17,62.184,73.31,1.92E-05,6.92E+01
run_22_repetition_26,DONE,phi3:3.8b,remote,500,Elon Musk,15.410752,3.825,0.194,58.225,1.51E-05,5.43E+01
run_28_repetition_23,DONE,qwen2:1.5b,remote,500,Germany,8.748572,8.35,0.713,54.75,3.94E-06,1.42E+01
run_31_repetition_21,DONE,qwen2:7b,local,500,World War I,56.468814,3.571,97.496,73.622,0.0001788528696,643.8703307
run_22_repetition_9,DONE,phi3:3.8b,remote,500,List of presidents of the United States,17.615791,2.12,0.087,56.08,1.88E-05,6.77E+01
run_21_repetition_22,DONE,phi3:3.8b,remote,100,COVID-19 pandemic,8.745981,5.85,0.787,49.2,3.96E-06,1.43E+01
run_37_repetition_11,DONE,mistral:7b,local,500,Pablo Escobar,40.928756,2.445,99.745,75.552,0.0001459424738,525.3929055
run_24_repetition_0,DONE,qwen2:1.5b,local,100,List of highest-grossing films,9.920568,5.867,71.697,54.033,5.83E-06,2.10E+01
run_32_repetition_17,DONE,qwen2:7b,local,1000,Miley Cyrus,57.559916,2.8,97.999,73.591,0.0001803781767,649.3614361
run_29_repetition_5,DONE,qwen2:1.5b,remote,1000,Earth,12.01914,4.22,0.325,57.38,9.51E-06,3.42E+01
run_40_repetition_16,DONE,mistral:7b,remote,500,Chernobyl disaster,13.11358,4.75,0.199,55.417,1.14E-05,4.11E+01
run_33_repetition_27,DONE,qwen2:7b,remote,100,Michael Jordan,9.834048,8.633,0.539,55.4,5.79E-06,2.08E+01
run_10_repetition_5,DONE,gemma:2b,remote,500,Marilyn Monroe,8.70149,8.75,0.826,58.05,3.97E-06,1.43E+01
run_1_repetition_14,DONE,llama3.1:8b,local,500,The Big Bang Theory,45.384624,3.497,89.404,72.277,0.000132398814,476.6357304
run_2_repetition_6,DONE,llama3.1:8b,local,1000,Scarlett Johansson,75.277949,3.789,93.721,72.418,0.0002307586845,830.731264
run_28_repetition_15,DONE,qwen2:1.5b,remote,500,World War I,9.876172,6.233,0.505,53.433,5.81E-06,2.09E+01
run_6_repetition_17,DONE,gemma:2b,local,100,Lil Wayne,9.933163,9,67.436,63,5.84E-06,2.10E+01
run_38_repetition_8,DONE,mistral:7b,local,1000,Donald Trump,49.788481,3.331,91.522,74.179,0.0001369554368,493.0395725
run_6_repetition_14,DONE,gemma:2b,local,100,The Walking Dead (TV series),12.121253,6.28,71.394,65.06,9.61E-06,3.46E+01
run_38_repetition_24,DONE,mistral:7b,local,1000,Johnny Depp,50.917463,4.135,99.934,75.722,0.0001392110181,501.1596651
run_17_repetition_15,DONE,gemma:7b,remote,1000,Vladimir Putin,14.371745,3.986,0.173,58.529,1.32E-05,4.76E+01
run_5_repetition_20,DONE,llama3.1:8b,remote,1000,Game of Thrones,18.735912,2.545,0.262,72.464,2.08E-05,7.49E+01
run_28_repetition_20,DONE,qwen2:1.5b,remote,500,COVID-19 pandemic,9.842328,5.333,0.463,55.533,5.83E-06,2.10E+01
run_35_repetition_3,DONE,qwen2:7b,remote,1000,William Shakespeare,17.631597,2.9,0.169,57.32,1.88E-05,6.77E+01
run_24_repetition_27,DONE,qwen2:1.5b,local,100,Scarlett Johansson,11.081916,5.25,75.658,62.85,7.70E-06,2.77E+01
run_41_repetition_21,DONE,mistral:7b,remote,1000,Australia,14.288081,5.571,0.182,46.586,1.32E-05,4.76E+01
run_21_repetition_21,DONE,phi3:3.8b,remote,100,Japan,9.856946,8.533,0.799,58.233,5.83E-06,2.10E+01
run_17_repetition_20,DONE,gemma:7b,remote,1000,Stephen Hawking,13.197163,10.317,0.259,56.517,1.14E-05,4.09E+01
run_8_repetition_21,DONE,gemma:2b,local,1000,Jay-Z,19.79629,9.708,88.685,64.425,2.28E-05,8.22E+01
run_30_repetition_28,DONE,qwen2:7b,local,100,Jennifer Aniston,19.895943,3.108,95.382,72.158,2.26E-05,8.15E+01
run_32_repetition_18,DONE,qwen2:7b,local,1000,Donald Trump,55.35083,2.784,99.24,72.482,0.0001807132014,650.5675249
run_22_repetition_6,DONE,phi3:3.8b,remote,500,"Meghan, Duchess of Sussex",14.313602,4.471,0.202,51.957,1.33E-05,4.78E+01
run_20_repetition_7,DONE,phi3:3.8b,local,1000,World War II,42.059685,3.744,96.443,67.478,0.0001181891504,425.4809413
run_17_repetition_12,DONE,gemma:7b,remote,1000,New York City,13.123784,8.417,0.236,58.1,1.14E-05,4.09E+01
run_4_repetition_15,DONE,llama3.1:8b,remote,500,COVID-19 pandemic,10.947383,37.425,0.345,51.25,8.08E-06,2.91E+01
run_39_repetition_18,DONE,mistral:7b,remote,100,Dwayne Johnson,8.788992,7,0.773,67.9,3.97E-06,1.43E+01
run_28_repetition_3,DONE,qwen2:1.5b,remote,500,Miley Cyrus,9.875266,8.1,0.513,66.333,5.83E-06,2.10E+01
run_39_repetition_6,DONE,mistral:7b,remote,100,Jay-Z,9.90828,4.933,0.232,75.633,5.83E-06,2.10E+01
run_33_repetition_1,DONE,qwen2:7b,remote,100,Winston Churchill,9.884928,6.967,0.545,55.067,5.90E-06,2.13E+01
run_21_repetition_11,DONE,phi3:3.8b,remote,100,Kanye West,7.65352,15,1.067,52,2.10E-06,7.56E+00
run_4_repetition_9,DONE,llama3.1:8b,remote,500,Eminem,15.407427,2.9,0.204,74.038,1.51E-05,5.45E+01
run_22_repetition_20,DONE,phi3:3.8b,remote,500,New York City,13.186333,6.833,0.261,64.733,1.14E-05,4.11E+01
run_24_repetition_15,DONE,qwen2:1.5b,local,100,Tupac Shakur,11.031911,7.425,95.171,61.725,7.72E-06,2.78E+01
run_22_repetition_29,DONE,phi3:3.8b,remote,500,Justin Bieber,25.407953,4.294,1.839,60.282,5.72E-05,2.06E+02
run_38_repetition_17,DONE,mistral:7b,local,1000,Game of Thrones,42.07187,3.222,88.67,74.981,0.00012388993,446.0037481
run_24_repetition_19,DONE,qwen2:1.5b,local,100,Scarlett Johansson,11.025269,7.15,64.468,61.7,7.68E-06,2.76E+01
run_24_repetition_24,DONE,qwen2:1.5b,local,100,Breaking Bad,11.025126,6.4,95.964,62.875,7.71E-06,2.78E+01
run_18_repetition_25,DONE,phi3:3.8b,local,100,Singapore,15.477311,6.263,86.257,66.7,1.53E-05,5.50E+01
run_19_repetition_11,DONE,phi3:3.8b,local,500,Jay-Z,33.152167,4.108,92.713,75.729,8.10E-05,2.92E+02
run_3_repetition_24,DONE,llama3.1:8b,remote,100,Johnny Depp,8.724093,11.95,0.679,47.65,3.94E-06,1.42E+01
run_35_repetition_5,DONE,qwen2:7b,remote,1000,"Meghan, Duchess of Sussex",17.640551,2.84,0.187,58.07,1.89E-05,6.80E+01
run_24_repetition_29,DONE,qwen2:1.5b,local,100,COVID-19 pandemic,9.825996,7.433,75.631,61.267,5.82E-06,2.10E+01
run_36_repetition_10,DONE,mistral:7b,local,100,Steve Jobs,19.877218,3.05,70.965,72.792,2.26E-05,8.15E+01
run_9_repetition_3,DONE,gemma:2b,remote,100,United Kingdom,7.696287,15,1.31,65.7,2.11E-06,7.59E+00
